DummyID,StartDate,EndDate,Status,Progress,Duration__in_seconds_,Finished,RecordedDate,slant_K12,polit_K12,slant_Cong,polit_Cong,slant_fire,polit_fire,slant_journ,polit_journ,slant_WHO,polit_WHO,slant_rang,polit_rang,slant_phys,polit_phys,slant_ASPCA,polit_ASPCA,slant_dent,polit_dent,slant_prof,polit_prof,slant_police,polit_police,slant_poll,polit_poll,slant_SC,polit_SC,slant_doc,polit_doc,slant_law,polit_law,slant_USPS,polit_USPS,slant_econ,polit_econ,slant_pharm,polit_pharm,slant_sci,polit_sci,slant_MLB,polit_MLB,Trust_K12,Trust_Cong,Trust_fire,Trust_journ,Trust_WHO,Trust_rang,Trust_phys,Trust_ASPCA,Trust_dent,Trust_prof,Trust_police,Trust_poll,Trust_SC,Trust_doc,Trust_law,Trust_USPS,Trust_econ,Trust_pharm,Trust_sci,Trust_MLB,slant_mech,polit_mech,slant_chefs,polit_chefs,slant_lib,polit_lib,slant_church,polit_church,slant_vet,polit_vet,slant_tailor,polit_tailor,slant_UN,polit_UN,slant_psych,polit_psych,slant_bank,polit_bank,slant_holly,polit_holly,slant_judge,polit_judge,slant_crim,polit_crim,slant_toll,polit_toll,slant_NFL,polit_NFL,slant_CIA,polit_CIA,slant_realestate,polit_realestate,slant_localbiz,polit_localbiz,slant_think,polit_think,slant_FB,polit_FB,slant_PETA,polit_PETA,Trust_mech,Trust_chefs,Trust_lib,Trust_church,Trust_vet,Trust_tailor,Trust_UN,Trust_psych,Trust_bank,Trust_holly,Trust_judge,Trust_crim,Trust_toll,Trust_NFL,Trust_CIA,Trust_realestate,Trust_localbiz,Trust_think,Trust_FB,Trust_PETA,Ideology,PolParty,Gender__1,Gender__2,Gender__3,Gender__4,Gender__5,Gender__5_TEXT,Age,Race__1,Race__2,Race__3,Race__4,Race__5,Race__6,Race__7,Race__8,Race__9,Education_,Open_,Ideo2,Zslant_police,Zpolit_police,ZIdeology,PoliceCongruence,PoliceCong2,ZSlant_K12,ZPolit_K12,K12Congruence,K12Cong2,IdeoXK12Slant,IdeoXK12Polit,K12SlantXK12Polit,IdeoXK12SlantXK12Polit,IdeoXPOLICESlant,IdeoXPOLICEPolit,POLICESlantXPOLICEPolit,IdeoXPOLICESlantXPOLICEPolit,ZSco01,ZSco02,ZSlant_Cong,Zslant_fire,Zslant_journ,Zslant_WHO,Zslant_rang,Zslant_phys,Zslant_ASPCA,Zslant_dent,Zslant_prof,ZSco03,Zslant_poll,Zslant_SC,Zslant_doc,Zslant_law,Zslant_USPS,Zslant_econ,Zslant_pharm,Zslant_sci,Zslant_MLB,Zslant_mech,Zslant_chefs,Zslant_lib,Zslant_church,Zslant_vet,Zslant_tailor,Zslant_UN,Zslant_psych,Zslant_bank,Zslant_holly,Zslant_judge,Zslant_crim,Zslant_toll,Zslant_NFL,Zslant_CIA,Zslant_realestate,Zslant_localbiz,Zslant_think,Zslant_FB,Zslant_PETA,ZSco04,ZPolit_Cong,Zpolit_fire,Zpolit_journ,Zpolit_WHO,Zpolit_rang,Zpolit_phys,Zpolit_ASPCA,Zpolit_dent,Zpolit_prof,ZSco05,Zpolit_poll,Zpolit_SC,Zpolit_doc,Zpolit_law,Zpolit_USPS,Zpolit_econ,Zpolit_pharm,Zpolit_sci,Zpolit_MLB,Zpolit_mech,Zpolit_chefs,Zpolit_lib,Zpolit_church,Zpolit_vet,Zpolit_tailor,Zpolit_UN,Zpolit_psych,Zpolit_bank,Zpolit_holly,Zpolit_judge,Zpolit_crim,Zpolit_toll,Zpolit_NFL,Zpolit_CIA,Zpolit_realestate,Zpolit_localbiz,Zpolit_think,Zpolit_FB,Zpolit_PETA,IdeoXWHOSlant,IdeoXWHOPolit,WHOSlantXWHOPolit,IdeoXWHOSlantXWHOPolit,IdeoXCONGSlant,IdeoXCONGPolit,CONGSlantXCONGPolit,IdeoXCONGSlantXCONGPolit,IdeoXFIRESlant,IdeoXFIREPolit,FIRESlantXFIREPolit,IdeoXFIRESlantXFIREPolit,IdeoXJOURNSlant,IdeoXJOURNPolit,JOURNSlantXJOURNPolit,IdeoXJOURNSlantXJOURNPolit,IdeoXRANGSlant,IdeoXRANGPolit,RANGSlantXRANGPolit,IdeoXRANGSlantXRANGPolit,IdeoXPHYSSlant,IdeoXPHYSPolit,PHYSSlantXPHYSPolit,IdeoXPHYSSlantXPHYSPolit,IdeoXASPCASlant,IdeoXASPCAPolit,ASPCASlantXASPCAPolit,IdeoXASPCASlantXASPCAPolit,IdeoXDENTSlant,IdeoXDENTPolit,DENTSlantXDENTPolit,IdeoXDENTSlantXDENTPolit,IdeoXPROFSlant,IdeoXPROFPolit,PROFSlantXPROFPolit,IdeoXPROFSlantXPROFPolit,IdeoXSCSlant,IdeoXSCPolit,SCSlantXSCPolit,IdeoXSCSlantXSCPolit
101,9/14/22 13:24,9/14/22 13:39,0,100,868,1,9/14/22 13:39,40,3,50,6,68,4,50,5,15,3,65,2,16,3,30,4,50,2,32,4,75,5,50,4,60,6,43,3,50,4,50,1,46,4,75,4,36,4,90,5,5,3,4,4,5,4,5,5,5,5,2,3,4,5,3,3,5,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,,,,,,28,1,,1,,,,,,,5,,0,0.262420284,0.796882963,-1.358965911,-0.35662022,0,0.255859281,-0.465583765,-0.347704041,0,-0.347704041,0.632712465,-0.119123927,0.161885356,-0.35662022,-1.082936782,0.209118253,-0.284184578,-1.358965911,0.255859281,0.117301976,0.476448682,0.957600619,-1.012440852,0.813085127,-1.546128815,-0.227939275,-0.346245131,0.05627304,0.262420284,0.496482721,-0.284973758,-0.463464831,-0.026222605,0.207657881,-0.395472904,0.844748733,-0.035961592,2.439147629,,,,,,,,,,,,,,,,,,,,,-0.465583765,0.574276608,1.73709358,0.196016805,-0.434140193,-0.167533263,0.620231142,0.758897701,0.275829516,0.016165687,0.796882963,0.101141001,0.729058125,0.332882227,0.377855553,-0.73603238,0.436161254,0.167810002,0.726472704,2.801028195,,,,,,,,,,,,,,,,,,,,,1.375872605,0.589981723,0.439541267,-0.597321598,-0.159409387,-0.780422334,0.067363781,-0.091545082,-0.647477517,-2.360650958,0.827635946,-1.124729037,-1.301346598,-0.266380156,0.187705814,-0.255085802,-1.10495497,0.227671993,-0.136218804,0.185116711,2.101136353,-0.842872978,-0.95895724,1.303190199,0.309761704,-1.031316105,-0.172982591,0.235077445,0.47053533,-0.37484291,-0.095504627,0.129787533,-0.076473143,-0.021968617,0.000909692,-0.001236241,0.387269622,-0.990765139,-0.207762433,0.282342065
102,9/14/22 13:35,9/14/22 13:39,0,100,203,1,9/14/22 13:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,1,30,1,10,1,100,6,10,1,50,1,40,6,5,2,80,6,25,1,90,6,100,6,50,1,80,5,50,1,40,1,70,5,80,6,70,6,10,4,4,5,7,1,7,5,1,5,1,1,3,1,7,1,1,4,2,1,1,3,1,3,1,,,,,,38,1,,,,,,,,,5,,0,,,-1.358965911,,,,,,,,,,,,,,,-1.358965911,,,,,,,,,,,,,,,,,,,,,0.463878915,-0.86093724,-1.271060942,1.271720612,-2.50746966,0.216213297,0.10210612,-1.951846468,0.819253883,0.128207058,2.485352581,2.201053084,0.147470877,1.655952033,-0.08792601,-1.035171598,0.894744463,2.013454984,1.379801049,-0.665263893,,,,,,,,,,,,,,,,,,,,,-0.932692561,-0.829560245,-1.316764736,1.10718139,-0.738448022,-0.683646225,0.911690433,-0.739942895,1.609521008,-2.293498905,1.193603426,1.136638091,-0.5272441,1.662978269,-1.864889957,-1.116450991,1.556671658,1.362151239,1.216841628,-0.183429097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,9/14/22 13:35,9/14/22 13:39,0,100,256,1,9/14/22 13:39,50,5,50,6,50,3,50,6,50,3,50,2,50,1,50,4,50,3,50,6,50,5,50,4,50,6,50,3,50,3,50,3,50,3,50,5,50,4,50,3,5,3,5,2,5,7,7,5,5,5,5,5,5,5,3,5,5,2,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,,1,,,,,62,1,,,,,,,,,5,,1,-1.253807608,0.796882963,0.991182885,-1.242752642,0,0.887837842,1.00243035,0.880009674,1,0.880009674,0.993591806,0.889995599,0.882148405,-1.242752642,0.789856755,-0.999137922,-0.990328408,0.991182885,0.887837842,0.117301976,-0.814978008,0.957600619,0.928280136,-0.150763866,0.660940562,0.878631596,-0.346245131,1.072476443,-1.253807608,0.496482721,-0.909490716,0.087345295,-0.026222605,0.207657881,-0.142860754,-0.228025221,0.879155162,-0.33741018,,,,,,,,,,,,,,,,,,,,,1.00243035,0.574276608,0.87551747,1.037255593,-0.434140193,-0.167533263,-0.970237097,0.758897701,1.290488095,1.443364876,0.796882963,0.101141001,0.729058125,0.332882227,-0.356467503,0.948663956,-0.316765156,0.800167205,0.726472704,1.020127552,,,,,,,,,,,,,,,,,,,,,0.920095383,-0.430312329,-0.403003718,-0.399450387,0.116267711,0.569213146,0.067363781,0.066769827,-0.807792253,0.867797932,-0.713527484,-0.70723623,0.949157344,1.028109991,0.993276598,0.984518764,-0.149434564,-0.166056103,0.025257962,0.02503526,0.655112973,-0.961682405,-0.641269052,-0.635614909,0.8708846,0.752206412,0.666791498,0.66091232,-0.343192248,1.279109713,-0.44682522,-0.442885511,1.063020295,1.430638562,1.547974829,1.534326157,-0.901471632,0.722629935,-0.663071596,-0.657225217
104,9/14/22 13:32,9/14/22 13:39,0,100,412,1,9/14/22 13:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,3,33,2,14,4,89,4,20,2,56,3,42,5,25,3,65,3,5,5,69,4,77,4,70,3,78,2,84,4,60,3,64,4,54,4,68,4,4,5,3,2,4,2,4,3,3,3,2,2,2,2,3,2,2,3,2,2,1,2,3,3,1,,,,,,25,1,,,,,,,,,5,,0,,,-0.418906392,,,,,,,,,,,,,,,-0.418906392,,,,,,,,,,,,,,,,,,,,,1.17676726,-0.627518577,-1.073165443,0.710774882,-1.775657524,0.734113028,0.212287416,-0.61654426,0.080529753,-0.913051326,0.96007242,1.007745665,1.839940383,1.556513935,1.505427621,0.454039651,0.450036603,0.451456959,1.296791266,-0.938063558,,,,,,,,,,,,,,,,,,,,,0.663994427,0.042614396,0.875470608,-0.280184678,0.202230579,1.315205119,0.163324222,-0.016548244,-0.252751415,0.464989494,-0.283962105,-0.338828691,1.47107613,-0.503362588,0.054175574,0.5118172,0.771945551,0.148274808,-0.295589059,0.442267934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,9/14/22 13:31,9/14/22 13:39,0,100,484,1,9/14/22 13:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,3,50,3,30,4,40,5,35,2,40,2,25,4,50,3,50,2,35,3,65,4,60,4,50,3,50,2,50,2,60,3,50,4,40,3,30,5,30,4,5,5,7,7,5,4,4,5,5,4,2,2,4,2,5,3,4,3,1,4,3,3,,1,,,,,33,1,,,,,,,,,3,,0,,,-0.418906392,,,,,,,,,,,,,,,-0.418906392,,,,,,,,,,,,,,,,,,,,,0.760915726,0.695187179,-0.281583449,-1.787983368,-0.67793932,-0.646952921,-0.724253602,1.052583499,-0.658194377,0.64883625,0.669542866,0.125735833,0.147470877,0.164380569,-0.08792601,0.454039651,-0.58761507,-0.389618901,-0.280394609,0.244068321,,,,,,,,,,,,,,,,,,,,,0.663994427,0.914789038,0.875470608,0.413498356,0.202230579,0.315779447,-0.585041989,-0.016548244,-0.873508889,-0.914254705,-0.283962105,-0.338828691,1.47107613,-0.503362588,-1.225201447,0.5118172,0.771945551,-0.458663407,0.460626284,-0.183429097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,9/14/22 13:33,9/14/22 13:39,0,100,413,1,9/14/22 13:39,10,5,40,3,75,4,30,3,10,4,40,3,37,4,10,5,45,1,25,3,77,5,44,2,76,6,42,2,45,3,42,1,53,3,70,5,40,2,56,1,4,3,3,5,7,7,7,4,3,4,3,4,2,7,2,4,5,3,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,,,,,,35,1,,,,,,,,,3,,0,0.383718515,0.796882963,-0.888936152,-0.34110126,0,-1.640076401,1.00243035,1.457923204,1,1.457923204,-0.891096578,-1.644062361,1.461466468,-0.34110126,-0.708378075,0.305778747,-0.271817783,-0.888936152,-1.640076401,-0.563093669,0.978670172,-0.247688959,-1.289686708,-0.793329861,-0.182938906,-1.334510145,-0.819651085,-0.338917173,0.383718515,0.071122756,0.714253376,-0.542151992,-0.384752913,-0.44460423,0.046598358,0.630193942,0.225500338,0.079073491,,,,,,,,,,,,,,,,,,,,,1.00243035,-2.998571821,1.73709358,-1.486460771,0.192725787,0.654177502,1.415465261,1.417603851,-0.738829062,-0.697433908,0.796882963,-1.20104939,0.729058125,-0.401836402,-0.356467503,-0.73603238,-0.316765156,0.800167205,-0.601811707,-0.76077309,,,,,,,,,,,,,,,,,,,,,1.146449139,-0.171320919,-0.248555885,0.220950312,0.500554319,2.665538895,1.688476808,-1.500948076,-0.869975296,-1.544165282,1.700041672,-1.511228502,0.22017967,1.321368717,0.36817992,-0.327288441,0.705219594,-0.581522031,-0.518978547,0.461338793,0.162621007,-1.258258242,-0.258943666,0.230184386,1.186294313,-1.260159312,-1.891806721,1.681695386,0.728617482,0.656771863,0.605582043,-0.53832377,0.301275727,0.619974214,0.236372328,-0.210119908,-0.634925647,-0.648086124,0.520732227,-0.462897702
107,9/14/22 13:34,9/14/22 13:39,0,100,335,1,9/14/22 13:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,6,49,3,33,4,51,5,50,3,50,3,31,6,23,4,36,4,3,6,50,3,50,3,50,3,49,3,50,3,50,3,71,4,73,4,17,5,0,6,7,4,4,1,5,5,5,2,2,4,1,4,4,2,4,3,5,4,2,1,7,1,,1,,,,,33,1,,,,,,,,,2,,1,,,1.461212644,,,,,,,,,,,,,,,1.461212644,,,,,,,,,,,,,,,,,,,,,0.760915726,0.617380958,-0.133161825,-1.227037639,0.419778883,0.216213297,-0.393709713,-0.750074481,-1.347670231,-1.017177164,-0.419942963,-0.393093479,0.147470877,0.11466152,-0.08792601,-0.290565973,0.96886244,1.592917054,-0.819958197,-1.119930001,,,,,,,,,,,,,,,,,,,,,3.059024909,0.914789038,0.875470608,0.413498356,1.142909179,1.315205119,0.911690433,0.706846408,0.36800606,1.154611594,-1.022744871,-1.076562082,1.47107613,0.218751031,-0.585512936,0.5118172,0.771945551,0.148274808,0.460626284,1.067964965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,9/14/22 13:34,9/14/22 13:40,0,100,321,1,9/14/22 13:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,1,44,1,30,1,91,4,50,1,39,1,48,6,42,3,70,6,36,3,53,6,72,5,56,1,37,1,61,2,57,2,62,2,76,2,61,3,45,2,4,5,7,1,5,5,5,5,3,4,4,2,5,5,4,4,5,3,3,3,1,2,,1,,,,,33,1,,,1,,,,,,6,,0,,,-1.358965911,,,,,,,,,,,,,,,-1.358965911,,,,,,,,,,,,,,,,,,,,,0.523286277,0.228349854,-0.281583449,0.812765015,0.419778883,-0.733269543,0.542831305,0.518462616,0.32677113,0.70089917,-0.202045798,0.748331009,0.655211729,-0.481967066,0.427570753,0.230657964,0.30180065,1.773147596,1.006257026,0.926067481,,,,,,,,,,,,,,,,,,,,,-0.932692561,-0.829560245,-1.316764736,-0.280184678,-0.738448022,-0.683646225,0.911690433,-0.016548244,1.609521008,-0.914254705,1.193603426,0.3989047,-0.5272441,-1.225476206,-1.225201447,-0.302316895,-0.797506662,-1.065601622,-1.051804403,-1.434823159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,9/14/22 13:32,9/14/22 13:40,0,100,470,1,9/14/22 13:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,1,50,1,50,1,36,2,50,1,50,1,57,3,71,2,15,4,50,2,66,2,74,2,50,2,50,1,50,1,50,2,61,3,50,1,50,2,60,2,7,7,7,3,7,5,7,5,4,4,3,5,5,4,7,4,5,3,3,5,4,1,1,,,,,,36,1,,,1,,,,,,6,,,,,0.051123367,,,,,,,,,,,,,,,0.051123367,,,,,,,,,,,,,,,,,,,,,-0.486638879,0.695187179,0.707894044,-1.991963634,0.419778883,0.216213297,1.038647138,2.454650817,-2.381884013,1.429780039,0.742175254,0.852096871,0.147470877,0.164380569,-0.08792601,-0.290565973,0.227682673,0.21114957,0.54970322,1.608066642,,,,,,,,,,,,,,,,,,,,,-0.932692561,-0.829560245,-1.316764736,-1.667550747,-0.738448022,-0.683646225,-1.3334082,-0.739942895,0.36800606,-1.603876805,-1.761527636,-1.814295473,0.471916015,-1.225476206,-1.864889957,-0.302316895,-0.012780555,-1.672539837,-1.808019746,-1.434823159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,9/14/22 13:37,9/14/22 13:40,0,100,181,1,9/14/22 13:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,4,40,5,25,3,81,3,35,2,55,2,44,4,38,4,65,3,19,4,65,5,70,4,42,3,50,4,60,3,57,1,61,3,40,4,40,5,30,3,4,5,5,2,5,5,4,5,5,5,2,5,4,3,5,2,5,2,2,3,5,1,1,,,,,,27,1,,,,,,,,,3,,1,,,0.521153126,,,,,,,,,,,,,,,0.521153126,,,,,,,,,,,,,,,,,,,,,0.166842105,-0.08287503,-0.528952822,0.302814352,-0.67793932,0.647796406,0.322468712,0.251402175,0.080529753,-0.184170457,0.669542866,0.644565146,-0.529516925,0.164380569,0.380707411,0.230657964,0.227682673,-0.389618901,0.134654306,0.244068321,,,,,,,,,,,,,,,,,,,,,1.462337921,2.659138321,0.144725494,-0.973867713,0.202230579,0.315779447,-0.585041989,0.706846408,-0.252751415,-0.224632606,0.45482066,-0.338828691,1.47107613,0.94086465,-0.585512936,-1.116450991,-0.012780555,0.148274808,0.460626284,-0.809126128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,9/14/22 13:35,9/14/22 13:40,0,100,310,1,9/14/22 13:40,50,1,42,5,50,1,50,6,39,6,50,1,50,2,50,1,50,1,50,5,50,5,50,1,50,6,50,4,50,4,50,1,50,4,50,4,50,2,50,1,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,,,,,67,1,,,,,,,,,6,,0,-1.253807608,0.796882963,-0.888936152,1.11455491,1,0.887837842,-1.933597879,-0.789231155,0,-0.789231155,1.718845057,-1.716721368,1.526055687,1.11455491,-0.708378075,-0.999137922,0.88816982,-0.888936152,0.887837842,-0.42701454,-0.814978008,0.957600619,0.318339254,-0.150763866,0.660940562,0.878631596,-0.346245131,1.072476443,-1.253807608,0.496482721,-0.909490716,0.087345295,-0.026222605,0.207657881,-0.142860754,-0.228025221,0.879155162,-0.33741018,,,,,,,,,,,,,,,,,,,,,-1.933597879,-0.616672868,-0.847634748,1.037255593,1.446457746,-0.989244028,-0.175002978,-1.21722075,-0.738829062,0.729765281,0.796882963,-1.852144586,0.729058125,1.067600856,0.377855553,-0.73603238,0.436161254,0.167810002,-0.601811707,-0.76077309,,,,,,,,,,,,,,,,,,,,,-0.282983271,-1.285808582,0.46046428,-0.409323345,0.379588662,0.548182806,0.263328281,-0.234082029,0.724463414,0.753493171,0.690803679,-0.614080364,-0.851245809,-0.922053995,0.993276598,-0.882959477,0.134019451,0.879374779,0.149142254,-0.132577942,-0.58753396,0.155566474,-0.115666566,0.102820192,-0.781047389,1.082031529,-1.06948861,0.950707089,0.307789815,0.656771863,0.255815966,-0.22740406,-0.953363082,-0.648714741,0.782656073,-0.695731278,0.808479177,-0.648086124,-0.663071596,0.589428313
112,9/14/22 13:35,9/14/22 13:40,0,100,275,1,9/14/22 13:40,50,5,38,5,50,1,19,6,27,5,70,2,50,2,10,5,50,2,1,6,64,2,11,5,65,6,50,2,50,3,50,2,50,5,72,5,50,2,50,1,4,1,5,1,2,5,5,4,5,2,3,3,5,4,3,3,5,2,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1,,,,,,48,1,,,,,,,,,5,,1,-0.404719989,-1.18357416,0.521153126,-0.210921087,0,0.887837842,1.00243035,0.462699467,1,0.462699467,0.52241971,0.889995599,0.463823988,-0.210921087,-0.616823373,0.479016121,0.249640749,0.521153126,0.887837842,-0.699172798,-0.814978008,-0.910598226,-0.347050799,1.134368124,0.660940562,-1.334510145,-0.346245131,-1.693855044,-0.404719989,-2.268357051,0.027284721,0.087345295,-0.026222605,0.207657881,-0.142860754,0.716015858,0.879155162,-0.33741018,,,,,,,,,,,,,,,,,,,,,1.00243035,-0.616672868,-0.847634748,1.037255593,0.819591766,-0.167533263,-0.175002978,1.417603851,0.275829516,1.443364876,-1.18357416,0.752236197,0.729058125,-0.401836402,-0.356467503,0.106315788,1.189087663,0.800167205,-0.601811707,-0.76077309,,,,,,,,,,,,,,,,,,,,,-0.180866609,0.427132811,-0.284439977,-0.148236783,-0.364376089,-0.321380993,0.431160895,0.224700848,-0.424728336,-0.441747499,0.690803679,0.360014496,-0.474561112,0.540568994,-0.944523103,-0.492241168,0.591179494,-0.087310484,-0.190044393,-0.099042229,0.34445124,-0.091203349,-0.115666566,-0.060279993,-0.695484134,0.738788678,-1.891806721,-0.985920986,-0.180446733,0.143749415,-0.095504627,-0.049772535,-0.882757851,0.752214117,-2.444850875,-1.274141676,0.014219518,0.379950921,0.019892148,0.010366855
113,9/14/22 13:35,9/14/22 13:40,0,100,299,1,9/14/22 13:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,5,14,3,60,2,90,6,50,1,50,1,50,4,50,4,60,2,10,5,50,6,50,6,50,1,40,2,50,5,49,4,50,3,21,5,8,6,50,3,2,5,5,1,5,5,3,3,2,1,1,1,5,2,2,3,3,1,1,4,3,2,,1,,,,,47,1,,,,1,,,,,5,NA,0,,,-0.418906392,,,,,,,,,,,,,,,-0.418906392,,,,,,,,,,,,,,,,,,,,,-1.318341948,-2.105836775,1.202632791,0.761769949,0.419778883,0.216213297,0.653012601,1.052583499,-0.165711624,-0.65273673,-0.419942963,-0.393093479,0.147470877,-0.33280992,-0.08792601,-0.365026536,-0.58761507,-1.531078997,-1.19350222,1.153400535,,,,,,,,,,,,,,,,,,,,,2.260681415,0.914789038,-0.586019621,1.10718139,-0.738448022,-0.683646225,-0.585041989,0.706846408,-0.873508889,0.464989494,1.193603426,1.136638091,-0.5272441,-0.503362588,0.693864085,1.325951296,-0.012780555,0.755213024,1.216841628,-0.809126128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,9/14/22 13:37,9/14/22 13:40,0,100,227,1,9/14/22 13:40,50,1,30,6,50,3,50,5,50,3,49,1,50,1,50,1,50,1,50,1,85,5,44,6,49,6,50,1,50,1,85,5,50,6,50,6,50,1,50,1,5,2,5,1,4,5,5,5,5,5,5,5,4,4,3,5,4,3,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1,,,,,,,1,,,,,,,,,2,,1,0.86891144,0.796882963,0.991182885,0.861250148,1,0.887837842,-1.933597879,0.880009674,1,0.880009674,-1.916549124,-1.716721368,-1.701584838,0.861250148,0.789856755,0.692420724,0.68631557,0.991182885,0.887837842,-1.243489314,-0.814978008,0.957600619,0.928280136,-0.215020466,0.660940562,0.878631596,-0.346245131,1.072476443,0.86891144,0.071122756,-0.971942412,0.087345295,-0.026222605,3.061304618,-0.142860754,-0.228025221,0.879155162,-0.33741018,,,,,,,,,,,,,,,,,,,,,-1.933597879,0.574276608,0.87551747,0.196016805,-0.434140193,-0.989244028,-0.970237097,-1.21722075,-0.738829062,-2.124633097,0.796882963,1.403331393,0.729058125,-1.136555032,-1.825113615,2.633360292,1.942014073,1.432524408,-1.265953912,-0.76077309,,,,,,,,,,,,,,,,,,,,,0.920095383,-0.430312329,-0.403003718,-0.399450387,-1.232525326,0.569213146,-0.714106826,-0.707810464,-0.807792253,0.867797932,-0.713527484,-0.70723623,0.949157344,0.194288502,0.187705814,0.18605079,-0.213124606,-0.98052175,0.212707712,0.210832243,0.655112973,-0.961682405,-0.641269052,-0.635614909,0.8708846,-1.206488375,-1.06948861,-1.060058806,-0.343192248,-0.732314721,0.255815966,0.253560407,1.063020295,-2.105899963,-2.278618948,-2.258528102,-0.963372684,0.722629935,-0.708602512,-0.702354682
115,9/14/22 13:31,9/14/22 13:41,0,100,560,1,9/14/22 13:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,1,50,1,50,1,50,6,50,1,50,1,50,6,50,1,50,1,50,6,50,6,50,6,50,1,50,1,50,6,50,1,50,1,50,1,50,6,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,,1,,,,,50,1,,,,,,,,,3,,0,,,-0.888936152,,,,,,,,,,,,,,,-0.888936152,,,,,,,,,,,,,,,,,,,,,-0.724268327,0.695187179,0.707894044,-1.278032705,0.419778883,0.216213297,0.653012601,1.052583499,-0.658194377,1.429780039,-0.419942963,-0.393093479,0.147470877,0.164380569,-0.08792601,-0.290565973,-0.58761507,0.21114957,0.54970322,1.153400535,,,,,,,,,,,,,,,,,,,,,-0.932692561,-0.829560245,-1.316764736,1.10718139,-0.738448022,-0.683646225,0.911690433,-1.463337547,-1.494266363,1.154611594,1.193603426,1.136638091,-0.5272441,-1.225476206,1.333552595,-1.116450991,-1.582232769,-1.672539837,1.216841628,-2.06052019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
